# ref_application_id 451257172939091
ID	inventory	description	condition	gtin	mpn	title	short_description	availability	price	link	image_link	brand	item_group_id	custom_label_0	custom_label_1	product_type	additional_image_link	sale_price	shipping_weight	shipping_length	shipping_height	product_dimensions	google_product_category
17383	5	"      
Nuestro Shampoo natural Manzanilla, Miel y Germen de Trigo esta especialmente desarrollado para hidratar, nutrir, proteger y evitar la caída del cabello. Con espumantes 100% biodegradables que no contaminan el agua (algunos de nuestros Shampoo son derivados de glucosas vegetales con certificación COSMOS y/o ECOCERT para cosmética natural). Libre de sal y cocoamidas.
Ideal para cabello delicado, claros y protege el color.
&nbsp;
Ingredientes principales:

Germen de trigo.
Manzanilla.
Quina.
Ortiga.

¿Cómo se usa?
Utilizar después de haber aplicado el Shampoo Natural, para devolver la textura y suavidad al cabello. Dejar actuar por unos minutos y enjuagar.
Nuestros productos:

No contaminan el agua.
Son 100% biodegradables.
Agroecológicos.
Naturales.
No contienen parabenos.
No son testados en animales.

 ¡Adquiérelo ya!
"	new	17383	17383	"Crema Nutritiva Capilar Manzanilla Miel y Germen de Trigo 280 ML"	"     "	"in stock"	"34900 COP"	https://naturalconexion.com/product/crema-nutritiva-capilar-germen-de-trigo-280-ml/	https://naturalconexion.com/wp-content/uploads/2021/11/DSC09558.jpg	"Natural Conexión"	17383		manzanilla	"Capilar > Productos veganos"	https://naturalconexion.com/wp-content/uploads/2021/11/DSC09659-scaled.jpg		"0.32 kg"	"1 cm"	"50 cm"	1:1:1:cm	
17427	5	"      
Nuestro jabón líquido con extractos de Té verde es ideal para regalarle a tu piel limpieza, hidratación y frescura. Puedes utilizarlo para tu cuidado facial y corporal.
Ideal para piel mixta a grasa.

Espumantes 100% biodegradables que no contaminan el agua (algunos de nuestros jabones líquidos son derivados de glucosas vegetales con certificación ECOCERT para cosmética natural)
Libres de sal
Libres de cocoamidas y cocoamido propil betaina

Ingredientes principales:

Extracto Té verde.
Aloe vera.
 Romero.
 Ortiga.
 Corteza de Drago.
Quinoa.

¿Cómo se usa?
Lava todas las mañanas y noches, realizando suaves masajes.
Nuestros productos:

No contaminan el agua.
Son 100% biodegradables.
Agroecológicos.
Naturales.
No contienen parabenos.
No son testados en animales.

¡Conoce el poder de lo natural!
Lo llevaremos hasta la puerta de tu casa.  ¡Adquiérelo ya!
"	new	17427	17427	"Jabón Líquido con Extractos botánicos Te Verde 250ML"	"     "	"in stock"	"29900 COP"	https://naturalconexion.com/product/jabon-liquido-con-extractos-botanicos-te-verde-250ml/	https://naturalconexion.com/wp-content/uploads/2021/11/DSC09576.jpg	"Natural Conexión"	17427	top-30-days	favoritos	"Facial > Facial-Econativa > Piel Grasa > Productos veganos"	https://naturalconexion.com/wp-content/uploads/2020/09/DSC09685-scaled.jpg%2Chttps://naturalconexion.com/wp-content/uploads/2020/09/Sello-vegano_Mesa-de-trabajo-1.jpg		"0.28 kg"	"1 cm"	"50 cm"	1:1:1:cm	
17602	5	"      
Transforma y revitaliza tu mirada con el poder hidratante tomado directamente de la naturaleza y diseñado especialmente para ti. Gracias a sus componentes naturales nuestras cremas contorno de ojos previenen la aparición de arrugas prematuras, reducen bolsas y ojeras.
Ideal para todo tipo de piel.
Ingredientes principales:

Manzanilla.
Germen de trigo.
Aloe vera.
Jojoba.
Argán.
Aguacate.
Colágeno.
Elastina.
Vitamina E.

¿Cómo se usa?
Aplicar en el área de los ojos con suaves masajes en el día y en la noche desde el exterior del párpado inferior y superior hacia el lagrimal interno.
Nuestros productos:

No contaminan el agua.
Son 100% biodegradables.
Agroecológicos.
No contienen parabenos.
No son testados en animales.

Todo el cuidado de la naturaleza hasta la puerta de tu hogar.  ¡Adquiérelo ya!
"	new	17602	17602	"Contorno de Ojos de Germen de Trigo 30GR"	 	"in stock"	"44900 COP"	https://naturalconexion.com/product/contorno-de-ojos-de-germen-de-trigo-30gr/	https://naturalconexion.com/wp-content/uploads/2021/12/DSC09602.jpg	"Natural Conexión"	17602		"descuento 20 dia sin iva linea facial"	"Facial > Piel Delicada > Piel Grasa > Piel Mixta > Piel Normal > Piel Seca"	https://naturalconexion.com/wp-content/uploads/2021/12/Contorno-Germen-30gr.jpg		"0.035 kg"	"1 cm"	"50 cm"	1:1:1:cm	
17809	5	"      
Contiene Vitamina C Liposomada al 10% de última generación; rica en antioxidantes que proporciona un aspecto saludable a la piel y, al mismo tiempo, protege las células cutáneas de los radicales libres.  Además, tiene ácido hialurónico de origen VEGANO, que ayuda a mejorar la luminosidad de la piel y la producción natural de colágeno, retrasando el proceso de envejecimiento prematuro.
Libre de siliconas y aceites sintéticos, que son contaminantes y no se permiten en la Cosmética Natural.

¿Porqué usarlo?
Resulta que la Vitamina C es una de las principales vitaminas que nuestro organismo o piel necesita para generar la síntesis de colágeno y así contrarrestar los radicales libres, a los cuales nos encontramos expuestos constantemente.
¿Sabes que son los radicales libres?
Los radicales libres atacan el colágeno y la elastina, generando una pérdida de elasticidad y firmeza, lo que conlleva a la aparición de arrugas y líneas de expresión, es decir al envejecimiento de la piel.
¿Qué te va aportar nuestro Sérum?
A partir de los 25 años de edad es importante empezar a usar la Vitamina C, ya que la producción de colágeno y elastina se vuelve mucho más lenta, por está razón estamos más expuestos a la aparición de arrugas o líneas de expresión. Si tienes un buen cuidado para tu piel, puedes retrasar el envejecimiento prematuro, y así verte joven y bella por mucho más tiempo usando nuestro Sérum de Vitamina C liposomada.
Extraemos de manera artesanal tesoros de la tierra para llevar hasta tus manos el mejor alimento para tu piel. Además hemos investigado durante años las mejores fórmulas para el cuidado facial y en base a eso desarrollamos nuestro mágico Sérum de última generación.
ANTIOXIDANTE Y ANTIEDAD
"	new	17809	17809	"Sérum Facial Con Vitamina C Mayaku"	 	"in stock"	"119900 COP"	https://naturalconexion.com/product/serum-facial-con-vitamina-c-mayaku/	https://naturalconexion.com/wp-content/uploads/2021/12/DSC09617.jpg	"Natural Conexión"	17809		lanzamiento	"Facial > Piel Delicada > Piel Grasa > Piel Mixta > Piel Normal > Piel Seca > Productos veganos"	https://naturalconexion.com/wp-content/uploads/2021/11/Formato-Tienda-Caja.jpg%2Chttps://naturalconexion.com/wp-content/uploads/2020/09/Sello-vegano_Mesa-de-trabajo-1.jpg						"Health & Beauty > Personal Care > Cosmetics > Skin Care > Anti-Aging Skin Care Kits"
18449	5	"      
Nuestro Shampoo natural Romero, Quina y Ortiga está especialmente desarrollado para hidratar, nutrir, proteger y evitar la caída del cabello. Con espumantes 100% biodegradables que no contaminan el agua (algunos de nuestros Shampoo son derivados de glucosas vegetales con certificación COSMOS y/o ECOCERT para cosmética natural). Libre de sal y cocoamidas.
Ideal para cabello normal.
Ingredientes principales:

Extracto de Romero.
Extracto de Ortiga.
Extracto de Quina.
Extracto de Aloe vera.
Extracto de Lino.
Extracto de San Joaquín.

¿Cómo se usa?
Humedezca muy bien el cabello, aplique el shampoo y realice suaves masajes en forma circular hasta hacer espuma. Enjuague con abundante agua, procurando no dejar residuos
Ingredientes principales

Extracto Natural de Romero.
Ortiga.
Quina.
Áloe Vera.

¿Cómo lo uso?
Aplícalo con suaves masajes sobre el cabello húmedo hasta que salga espuma. Enjuágalo con abundante agua.
Nuestros productos:

No contaminan el agua.
Son 100% biodegradables.
Agroecológicos.
Naturales.
No contienen parabenos.
No son testados en animales.

Déjate envolver por la magia de la belleza natural
Lo llevaremos hasta la puerta de tu casa.  ¡Adquiérelo ya!
"	new	18449	18449	"Repuesto Shampoo Natural Romero, Quina y Ortiga 500 ml"	"     "	"in stock"	"54900 COP"	https://naturalconexion.com/product/repuesto-natural-romero-quina-y-ortiga-280-ml/	https://naturalconexion.com/wp-content/uploads/2022/01/DSC09566-scaled.jpg	"Natural Conexión"	18449		"ortiga quina"	"Capilar > Capilar-Econativa > Productos veganos"	https://naturalconexion.com/wp-content/uploads/2022/01/DSC09743-scaled.jpg%2Chttps://naturalconexion.com/wp-content/uploads/2020/09/Sello-vegano_Mesa-de-trabajo-1.jpg						
19643	5	"      
Nuestro Shampoo natural de Cebolla está especialmente desarrollado para hidratar, nutrir, proteger y evitar la caída del cabello. Con espumantes 100% biodegradables que no contaminan el agua (algunos de nuestros Shampoo son derivados de glucosas vegetales con certificación COSMOS y/o ECOCERT para cosmética natural). Libre de sal y cocoamidas.
Ideal para el crecimiento del cabello.
Ingredientes principales:

Cebolla.
Romero.
Eucalipto.
Aguacate.
Menta.

¿Cómo se usa?
Humedezca muy bien el cabello, aplique el shampoo y realice suaves masajes en forma circular hasta hacer espuma. Enjuague con abundante agua, procurando no dejar residuos. Para mejores resultados aplicar luego la Crema Nutritiva Capilar de Cebolla.
Nuestros productos:

No contaminan el agua.
Son 100% biodegradables.
Agroecológicos.
Naturales.
No contienen parabenos.
No son testados en animales.

Lo llevaremos hasta la puerta de tu casa.  ¡Adquiérelo ya!
"	new	19643	19643	"Repuesto Shampoo Natural Cebolla 500 ml"	"     "	"in stock"	"54900 COP"	https://naturalconexion.com/product/repuesto-shampoo-natural-cebolla-500-ml/	https://naturalconexion.com/wp-content/uploads/2022/04/DSC09565.jpg	"Natural Conexión"	19643	recent-product	cebolla	"Capilar > Capilar-Econativa > Productos veganos"	https://naturalconexion.com/wp-content/uploads/2022/04/Shampoo-cebolla-500ml-scaled.jpg%2Chttps://naturalconexion.com/wp-content/uploads/2020/09/Sello-vegano_Mesa-de-trabajo-1.jpg						
19912	5	"      
Nuestros Yogures corporales están enriquecidos con extractos botánicos que le ofrecen a tu piel excelentes propiedades hidratantes y nutritivas. Se absorben fácilmente dejando la piel suave y de apariencia más tersa.
Ideal para todo tipo de piel.
  Ingredientes principales:

Aceite de Coco
Caléndula
Manzanilla
Extracto de Lima y Verbena

¿Cómo se usa?
Aplicar con suaves masajes sobre la(s) zona(s) deseada(s).
"	new	19912	19912	"Yogurt Corporal de Coco, Lima y Verbena 250ml"	"     "	"in stock"	"39900 COP"	https://naturalconexion.com/product/yogurt-corporal-de-coco-lima-y-verbena/	https://naturalconexion.com/wp-content/uploads/2022/04/DSC09575.jpg	"Natural Conexión"	19912	recent-product	"lanzamiento mango"	"Corporal > Corporal-Econativa > Productos veganos"	https://naturalconexion.com/wp-content/uploads/2022/04/DSC09680-scaled.jpg%2Chttps://naturalconexion.com/wp-content/uploads/2020/09/Sello-vegano_Mesa-de-trabajo-1.jpg						
20023	5	"      
Nuestros Yogures corporales están enriquecidos con extractos botánicos que le ofrecen a tu piel excelentes propiedades hidratantes y nutritivas. Se absorben fácilmente dejando la piel suave y de apariencia más tersa.
Ideal para todo tipo de piel.
  Ingredientes principales:

Aceite de Coco
Caléndula
Manzanilla
Extracto de Lima y Verbena

¿Cómo se usa?
Aplicar con suaves masajes sobre la(s) zona(s) deseada(s).
"	new	20023	20023	"Yogurt Corporal de Coco, Lima y Verbena 60 gr"	"     "	"in stock"	"15900 COP"	https://naturalconexion.com/product/yogurt-corporal-de-coco-lima-y-verbena-60-gr/	https://naturalconexion.com/wp-content/uploads/2022/05/DSC09589.jpg	"Natural Conexión"	20023	recent-product	mango	"Corporal > Corporal-Econativa > Productos veganos"	https://naturalconexion.com/wp-content/uploads/2022/05/DSC09762.jpg%2Chttps://naturalconexion.com/wp-content/uploads/2020/09/Sello-vegano_Mesa-de-trabajo-1.jpg						
20085	5	"      
Nuestro Tónico facial de perejil te ayuda a unificar el tono de la piel, mejora la apariencia de los poros, equilibra el pH, hidrata, tonifica y purifica la piel. Además, favorece la producción de colágeno y elastina. Permítete conocer el poder natural.
Ingredientes principales:

Extracto de Perejil.
Romero.
Aloe vera.

¿Cómo se usa?
Rociar sobre el rostro después del baño o antes de aplicar tu crema hidratante. Estimular su absorción con suaves toques sobre la piel.
Nuestros productos:

No contaminan el agua.
Son 100% biodegradables.
Agroecológicos.
Naturales.
No contienen parabenos.
No son testados en animales.

¡Unión con lo natural! ¡Pídelo ya!
"	new	20085	20085	"Tónico Natural de Perejil 120 ml"	"     "	"in stock"	"26900 COP"	https://naturalconexion.com/product/tonico-natural-de-perejil-120-ml/	https://naturalconexion.com/wp-content/uploads/2022/05/DSC09607.jpg	"Natural Conexión"	20085	recent-product	econativa	"Facial > Facial-Econativa > Piel Normal > Productos veganos"	https://naturalconexion.com/wp-content/uploads/2022/05/DSC09748.jpg%2Chttps://naturalconexion.com/wp-content/uploads/2020/09/Sello-vegano_Mesa-de-trabajo-1.jpg		"0.144 kg"	"1 cm"	"50 cm"	1:1:1:cm	
22501	5	"¡ La composición de nuestro Tónico Capilar es extraordinaria! Su fórmula es libre de alcohol etílico enriquecida con un complejo de aminoácidos e ingredientes bio-activos derivados del Romero, Maca, Ortiga y Quina, los cuales estimulan el folículo piloso promoviendo el crecimiento del cabello y evitando su caída, además de brindarle brillo, hidratación y suavidad.
Ya que sabes esto… ¿Te atreves a darle vida a tu cabello con ingredientes naturales? ¡Creamos este producto especialmente para ti!
En este video de regalamos algunos tips para que complementes el cuidado de tu cabello ⬇️

"	new	22501	22501	"Tónico Capilar Con Aminoácidos 60 ml"	"¡ La composición de nuestro Tónico Capilar es extraordinaria! Su fórmula es libre de alcohol etílico enriquecida con un complejo de aminoácidos e ingredientes bio-activos derivados del Romero, Maca, Ortiga y Quina, los cuales estimulan el folículo piloso promoviendo el crecimiento del cabello y evitando su caída, además de brindarle brillo, hidratación y suavidad.
Ya que sabes esto… ¿Te atreves a darle vida a tu cabello con ingredientes naturales? ¡Creamos este producto especialmente para ti!
En este video de regalamos algunos tips para que complementes el cuidado de tu cabello ⬇️
"	"in stock"	"49900 COP"	https://naturalconexion.com/product/tonico-capilar-con-aminoacidos-60-ml/	https://naturalconexion.com/wp-content/uploads/2022/11/DSC02530-1.jpg	"Natural Conexión"	22501	recent-product	"gancho lanzamiento lanzamiento-nov-2022"	"Capilar > Capilar-Econativa > Productos veganos"	https://naturalconexion.com/wp-content/uploads/2022/11/DSC02493-scaled.jpg%2Chttps://naturalconexion.com/wp-content/uploads/2022/11/DSC02421-scaled.jpg%2Chttps://naturalconexion.com/wp-content/uploads/2022/11/DSC02417-scaled.jpg						
22509	5	"
Gorro de satín para dormir: al usarlo cada noche este previene las puntas abiertas, además disminuye la fricción al momento de dormir y  aumentará el brillo del cabello.
Scrunchie de satín: recogen el cabello de manera más suave y son perfectos para lucir en cualquier ocasión.

¡La composición  de nuestro Tónico Capilar es extraordinaria! Su fórmula es libre de alcohol etílico enriquecida con un complejo de aminoácidos e ingredientes bio-activos derivados del Romero, Maca, Ortiga y Quina, los cuales estimulan el folículo piloso promoviendo el crecimiento del cabello y evitando su caída, además de brindarle brillo, hidratación y suavidad.
Ya que sabes esto… ¿Te atreves a darle vida a tu cabello con ingredientes naturales? ¡Creamos este producto especialmente para ti!
En este video de regalamos algunos tips para que complementes el cuidado de tu cabello ⬇️

&nbsp;
"	new	22509	22509	"Kit Tónico Capilar Con Aminoácidos 60 ml"	"
Gorro de satín para dormir: al usarlo cada noche este previene las puntas abiertas, además disminuye la fricción al momento de dormir y  aumentará el brillo del cabello.
Scrunchie de satín: recogen el cabello de manera más suave y son perfectos para lucir en cualquier ocasión.

¡La composición  de nuestro Tónico Capilar es extraordinaria! Su fórmula es libre de alcohol etílico enriquecida con un complejo de aminoácidos e ingredientes bio-activos derivados del Romero, Maca, Ortiga y Quina, los cuales estimulan el folículo piloso promoviendo el crecimiento del cabello y evitando su caída, además de brindarle brillo, hidratación y suavidad.
Ya que sabes esto… ¿Te atreves a darle vida a tu cabello con ingredientes naturales? ¡Creamos este producto especialmente para ti!
En este video de regalamos algunos tips para que complementes el cuidado de tu cabello "	"in stock"	"69900 COP"	https://naturalconexion.com/product/tonico-capilar-con-aminoacidos-60-ml-obsequio/	https://naturalconexion.com/wp-content/uploads/2022/11/DSC02534-1.jpg	"Natural Conexión"	22509	recent-product	"lanzamiento lanzamiento-nov-2022"	"Capilar-Econativa > Kit-Econativa > Productos veganos"	https://naturalconexion.com/wp-content/uploads/2022/11/DSC02530-1.jpg%2Chttps://naturalconexion.com/wp-content/uploads/2022/11/DSC02421-scaled.jpg%2Chttps://naturalconexion.com/wp-content/uploads/2022/11/DSC02493-scaled.jpg%2Chttps://naturalconexion.com/wp-content/uploads/2022/11/DSC02417-scaled.jpg						
23041	5	"Nuestros Hidratantes y Protectores Labiales, están hechos a base de ingredientes naturales como caléndula,  manzanilla,  y el aceite de oliva. La combinación de estos ingredientes forman una barrera que protege los labios de los agentes externos como el sol, el viento y la polución; aportando hidratación y nutrición, además de regenerar los labios secos y agrietados.
La perfecta combinación de ingredientes naturales.
Solo para uso externo.
Ingredientes principales:

Caléndula.
Oliva.
Manzanilla.
Cera de Abejas.

Variedades:

Hidratante y Protector para Labios Frutos Rojos.
Hidratante y Protector para Labios Menta.
Hidratante y Protector para Labios Caléndula y Manzanilla.

¿Cómo se usa?
Aplicar una capa fina en los labios, varias veces al día.
Precaución:
No exponer el producto a temperaturas extremas.
Nuestros productos:

No contaminan el agua.
Son 100% biodegradables.
Agroecológicos.
Naturales.
No contienen parabenos.
No son testados en animales.

¡Disfruta de tu belleza natural!
      
"	new	23041	23041	"Protector Labial Hidratante Frutos Rojos 5 gr"	"Nuestros Hidratantes y Protectores Labiales, están hechos a base de ingredientes naturales como caléndula,  manzanilla,  y el aceite de oliva. La combinación de estos ingredientes forman una barrera que protege los labios de los agentes externos como el sol, el viento y la polución; aportando hidratación y nutrición, además de regenerar los labios secos y agrietados.
La perfecta combinación de ingredientes naturales.
Solo para uso externo.
Ingredientes principales:

Caléndula.
Oliva.
Manzanilla.
Cera de Abejas.

Variedades:

Hidratante y Protector para Labios Frutos Rojos.
Hidratante y Protector para Labios Menta.
Hidratante y Protector para Labios Caléndula y Manzanilla.

¿Cómo se usa?
Aplicar una capa fina en los labios, varias veces al día.
Precaución:
No exponer"	"in stock"	"10900 COP"	https://naturalconexion.com/product/protector-labial-hidratante-frutos-rojos-5-gr/	https://naturalconexion.com/wp-content/uploads/2023/01/DSC09593.jpg	"Natural Conexión"	23041	recent-product	"facial frutos protectorlabial"	"Facial > Facial-Econativa"							
23288	5	"      
Nuestro jabón líquido con extractos botánicos de Drago es ideal para regalarle a tu piel limpieza, hidratación y frescura. Puedes utilizarlo para tu cuidado facial y corporal.
Elimina impurezas, ideal para piel con barros o espinillas.

Espumantes 100% biodegradables que no contaminan el agua (algunos de nuestros jabones líquidos son derivados de glucosas vegetales con certificación ECOCERT para cosmética natural)
Libres de sal
Libres de cocoamidas y cocoamido propil betaina

Ingredientes principales:

Extracto Aloe vera.
Avena.
Manzanilla.

¿Cómo se usa?
Aplicar una pequeña cantidad sobre la piel con suaves masajes; enjuagar con abundante agua.
Nuestros productos:

No contaminan el agua.
Son 100% biodegradables.
Agroecológicos.
Naturales.
No contienen parabenos.
No son testados en animales.

¡Conoce el poder de lo natural!
"	new	23288	23288	"Repuesto Jabón Líquido Con Extractos Botánicos de Drago 500ML"	 	"in stock"	"36900 COP"	https://naturalconexion.com/product/repuesto-jabon-liquido-con-extractos-botanicos-de-drago-500ml/	https://naturalconexion.com/wp-content/uploads/2023/02/DSC09635-scaled.jpg	"Natural Conexión"	23288	recent-product		"Corporal > Corporal-Econativa > Facial > Facial-Econativa > Piel Normal > Productos veganos"	https://naturalconexion.com/wp-content/uploads/2020/09/Sello-vegano_Mesa-de-trabajo-1.jpg%2Chttps://naturalconexion.com/wp-content/uploads/2021/10/Jabon-avena-500ml-1-scaled.jpg						
24122	5	"      
Que nunca te falte en tu rutina diaria la protección a tu piel, cuídala de manera natural. Su fórmula con ingredientes activos naturales de origen vegetal y mineral es de fácil absorción. Actúa como una barrera física brindando una adecuada protección solar contra los rayos UVA y UVB, cuidándote sin ocasionar efectos secundarios. Protege y suaviza la piel. Hipoalergénico y dermatológicamente probado.
√ Unifica el tono de la piel
√ Efecto mate
√ No deja sensación grasosa
√ Biodegradable
√ Amigable con los ecosistemas acuáticos
√ Ideal para todo tipo de piel
Ingredientes principales:

Caléndula.
Manzanilla.
Aloe vera.
Manteca de Karité.
Pepino.
Germen de Trigo.
Aceite de Oliva.
Dióxido de Titanio. (Pantalla física, con certificación orgánica para cosmética natural)

¿Cómo se usa?
Aplicar en el rostro y cuello una fina capa del Protector Solar y masajear hasta su completa absorción. Aportará protección e hidratación a la piel.
Nuestros productos:

No contaminan el agua.
Libre de pantallas químicas.
Son 100% biodegradables.
Agroecológicos.
Naturales.
No contienen parabenos.
No son testados en animales.

Activa la belleza natural de tu piel  ¡Pídelo ya!
"	new	24122	24122	"Protector Solar con Extractos Botánicos / SPF 50+ 80 g"	"     "	"in stock"	"59900 COP"	https://naturalconexion.com/product/protector-solar-con-extractos-botanicos-spf-50/	https://naturalconexion.com/wp-content/uploads/2021/09/DSC09590.jpg	"Natural Conexión"	24122	"recent-product top-30-days"	favoritos	"Corporal-Econativa > Facial > Facial-Econativa"	https://naturalconexion.com/wp-content/uploads/2021/09/DSC09705-scaled.jpg%2Chttps://naturalconexion.com/wp-content/uploads/2021/09/BIODEGRADABLE_page-0001.jpg						
24491	5	Offer	new	24491	24491	Offer		"in stock"	"0 COP"	https://naturalconexion.com/product/offer/		"Natural Conexión"	24491	recent-product									
24492	5	Credit	new	24492	24492	Credit		"in stock"	"0 COP"	https://naturalconexion.com/product/credit/		"Natural Conexión"	24492	recent-product									
25162	5	"      
&nbsp;
En PREVENTA: su entrega se realizará a partir del 14 de agosto.
¡La espera ha terminado! ¡Te presentamos nuestra nueva Crema Regeneradora!
Con un poderoso complejo de aminoácidos y ácido hialurónico, esta fórmula extraordinaria hidrata y ayuda a rejuvenecer tu piel de manera natural.
Recupera la elasticidad, suavidad y luminosidad, reduciendo arrugas y líneas de expresión. Disfruta de una piel renovada y radiante gracias a los beneficios regeneradores y reafirmantes de nuestra crema.
¡Cuida tu piel con lo mejor de la naturaleza y siéntete hermos@ cada día!
&nbsp;
Modo de uso: después de limpiar la piel aplica una cantidad suficiente de producto en manos y rostro con suaves masajes de abajo hacia arriba y de adentro hacia afuera. Esperar que se absorba completamente la crema antes de aplicar otro producto. Usar día/noche.
&nbsp;
Ingredientes principales: 


Agua y extracto de arroz.


Leche de Arroz.


Hidrosol de pepino.


Aceite de aguacate.


Aloe vera.


Manteca de Karité.


Vitamina E.


Complejo de aminoácidos.


Extracto de uchuva.


Ácido hialurónico y otros ingredientes más que complementan su increíble formulación.


"	new	25162	25162	"Crema Regeneradora con Complejos de Aminoácidos 50 mL"	" "	"in stock"	"89900 COP"	https://naturalconexion.com/product/crema-regeneradora-con-complejos-de-aminoacidos-50-ml/	https://naturalconexion.com/wp-content/uploads/2023/07/CREMA-REGENERADORA.jpg	"Natural Conexión"	25162	"recent-product on-sale"	favoritos	"Corporal-Econativa > Facial > Facial-Econativa"	https://naturalconexion.com/wp-content/uploads/2023/07/WhatsApp-Image-2023-07-26-at-8.31.39-AM.jpeg%2Chttps://naturalconexion.com/wp-content/uploads/2023/07/DSC06751-1-scaled.jpg	"71920 COP"					
25208	5	"      
&nbsp;
En PREVENTA: su entrega se realizará a partir del 14 de agosto.
¡La espera ha terminado! ¡Te presentamos nuestra nueva Crema Regeneradora!
Con un poderoso complejo de aminoácidos y ácido hialurónico, esta fórmula extraordinaria hidrata y ayuda a rejuvenecer tu piel de manera natural.
Recupera la elasticidad, suavidad y luminosidad, reduciendo arrugas y líneas de expresión. Disfruta de una piel renovada y radiante gracias a los beneficios regeneradores y reafirmantes de nuestra crema.
¡Cuida tu piel con lo mejor de la naturaleza y siéntete hermos@ cada día!
&nbsp;
Modo de uso: después de limpiar la piel aplica una cantidad suficiente de producto en manos y rostro con suaves masajes de abajo hacia arriba y de adentro hacia afuera. Esperar que se absorba completamente la crema antes de aplicar otro producto. Usar día/noche.
&nbsp;
Ingredientes principales: 


Agua y extracto de arroz.


Leche de Arroz.


Hidrosol de pepino.


Aceite de aguacate.


Aloe vera.


Manteca de Karité.


Vitamina E.


Complejo de aminoácidos.


Extracto de uchuva.


Ácido hialurónico y otros ingredientes más que complementan su increíble formulación.


"	new	25208	25208	"Crema Regeneradora con Aminoácidos 50 mL  Compra 2 y te damos 1 con el 20% y la segunda con el 50%"	" "	"in stock"	"116870 COP"	https://naturalconexion.com/product/crema-regeneradora-con-aminoacidos-50-ml-compra-2-y-te-damos-1-con-el-20-y-la-segunda-con-el-50/	https://naturalconexion.com/wp-content/uploads/2023/07/WhatsApp-Image-2023-07-26-at-8.31.41-AM.jpeg	"Natural Conexión"	25208	recent-product	favoritos	"Corporal-Econativa > Facial > Facial-Econativa"							
7426	5	"¡Protégete de naturalmente!
La línea de Desodorantes Naturales de econativa, está elaborada con ingredientes bio-activos derivados de salvia, tomillo, romero y laurel que, por sus propiedades, evitan la generación del mal olor a causa del sudor. No mancha la piel, no contiene alcohol etílico, ni compuestos antitranspirantes, permitiendo que la piel respire naturalmente.
Ingredientes principales:

Salvia.
Caléndula.
Manzanilla.
Lavanda.
Piedra Lumbre.
Avena.

¿Cómo se usa?
Aplicar una fina capa en la axila, sobre la piel limpia y seca.
Nuestros productos:

No contaminan el agua.
Son 100% biodegradables.
Agroecológico.
Naturales.
No contienen parabenos.
No son testados en animales.

¡Conoce el poder natural! Lo llevaremos hasta la puerta de tu casa.  ¡Adquiérelo ya!
      
"	new	7426	7426	"Desodorante Natural Dama 60ML"	"¡Protégete de naturalmente!
La línea de Desodorantes Naturales de econativa, está elaborada con ingredientes bio-activos derivados de salvia, tomillo, romero y laurel que, por sus propiedades, evitan la generación del mal olor a causa del sudor. No mancha la piel, no contiene alcohol etílico, ni compuestos antitranspirantes, permitiendo que la piel respire naturalmente.
Ingredientes principales:

Salvia.
Caléndula.
Manzanilla.
Lavanda.
Piedra Lumbre.
Avena.

¿Cómo se usa?
Aplicar una fina capa en la axila, sobre la piel limpia y seca.
Nuestros productos:

No contaminan el agua.
Son 100% biodegradables.
A"	"in stock"	"22900 COP"	https://naturalconexion.com/product/desodorante-dama/	https://naturalconexion.com/wp-content/uploads/2020/09/DSC09596.jpg	"Natural Conexión"	7426	top-30-days	"calendula favoritos"	"Corporal > Corporal-Econativa > Productos veganos"	https://naturalconexion.com/wp-content/uploads/2020/09/DSC09708.jpg%2Chttps://naturalconexion.com/wp-content/uploads/2020/09/Sello-vegano_Mesa-de-trabajo-1.jpg		"0.068 kg"	"1 cm"	"50 cm"	1:1:1:cm	
